#ID,NAME,LIVELOC,JOB,WORKLOC,STATE
19265, Touth, 92065, 3, 18, 0
19266, Seelur, 92066, 2, 19, 0
19267, Yighsh, 92067, 2, 21, 0
19268, Nooquouth, 92068, 1, 9, 0
19269, Bed, 92069, 4, 27, 0
19270, Qui, 92070, 1, 9, 0
19271, Nighcor, 92071, 1, 9, 0
19272, Chuch, 92072, 2, 24, 0
19273, Bed, 92073, 3, 9, 0
19274, Juiway, 92074, 2, 19, 0
19275, Pibew, 92075, 1, 9, 0
19276, Yor, 92076, 2, 21, 0
19277, Hauch, 92077, 2, 20, 0
19278, Beachut, 92078, 1, 9, 0
19279, Queak, 92079, 2, 23, 0
19280, Kuit, 92080, 2, 21, 0
19281, Yeech, 92081, 2, 21, 0
19282, Jaw, 92082, 1, 9, 0
19283, Soiheesh, 92083, 2, 16, 0
19284, Nesh, 92084, 2, 23, 0
19285, Riging, 92085, 4, 26, 0
19286, Wheae, 92086, 2, 24, 0
19287, Quaulight, 92087, 3, 18, 0
19288, Tairead, 92088, 1, 9, 0
19289, Dor, 92089, 2, 15, 0
19290, Naik, 92090, 2, 23, 0
19291, Rat, 92091, 4, 29, 0
19292, Jou, 92092, 1, 9, 0
19293, Bait, 92093, 2, 19, 0
19294, Yihoad, 92094, 1, 9, 0
19295, Ga, 92095, 1, 9, 0
19296, Noy, 92096, 2, 21, 0
19297, Whee, 92097, 4, 29, 0
19298, Reefou, 92098, 1, 9, 0
19299, Mauk, 92099, 2, 15, 0
19300, Gaith, 92100, 3, 16, 0
19301, Hoogesh, 92101, 1, 9, 0
19302, Finoad, 92102, 1, 9, 0
19303, Heelar, 92103, 1, 9, 0
19304, Queeth, 92104, 2, 23, 0
19305, Chuck, 92105, 2, 24, 0
19306, Ceet, 92106, 2, 16, 0
19307, Chong, 92107, 4, 28, 0
19308, Cong, 92108, 1, 9, 0
19309, Teng, 92109, 3, 9, 0
19310, Heed, 92110, 2, 20, 0
19311, Quuseech, 92111, 3, 28, 0
19312, Noad, 92112, 3, 15, 0
19313, Soaheab, 92113, 3, 21, 0
19314, Whajud, 92114, 1, 9, 0
19315, Sed, 92115, 4, 29, 0
19316, Quud, 92116, 4, 29, 0
19317, Pish, 92117, 2, 24, 0
19318, Dighmey, 92118, 1, 9, 0
19319, Bayeet, 92119, 4, 26, 0
19320, Reeck, 92120, 2, 22, 0
19321, Bigh, 92121, 4, 25, 0
19322, Tau, 92122, 1, 9, 0
19323, Gemaw, 92123, 1, 9, 0
19324, Nish, 92124, 3, 14, 0
19325, Bing, 92125, 2, 19, 0
19326, Faw, 92126, 2, 18, 0
19327, Quabeng, 92127, 1, 9, 0
19328, Loub, 92128, 4, 28, 0
19329, Cheere, 92129, 1, 9, 0
19330, Mo, 92130, 4, 25, 0
19331, Touqueeth, 92131, 3, 3, 0
19332, Hush, 92132, 2, 20, 0
19333, Yaut, 92133, 2, 21, 0
19334, Chechow, 92134, 4, 27, 0
19335, Reequey, 92135, 1, 9, 0
19336, Chech, 92136, 2, 24, 0
19337, Bigh, 92137, 1, 9, 0
19338, Hirew, 92138, 3, 23, 0
19339, Wheech, 92139, 2, 24, 0
19340, Naie, 92140, 2, 21, 0
19341, Yikaib, 92141, 1, 9, 0
19342, Je, 92142, 4, 25, 0
19343, Firigh, 92143, 4, 25, 0
19344, Kaifea, 92144, 4, 25, 0
19345, Yang, 92145, 2, 21, 0
19346, Yeater, 92146, 1, 9, 0
19347, Mew, 92147, 3, 11, 0
19348, Yoomoue, 92148, 2, 17, 0
19349, Nong, 92149, 4, 27, 0
19350, Geeyay, 92150, 1, 9, 0
19351, Kang, 92151, 2, 21, 0
19352, Gutoud, 92152, 1, 9, 0
19353, Gucheak, 92153, 1, 9, 0
19354, Yor, 92154, 2, 21, 0
19355, Wur, 92155, 4, 28, 0
19356, Mur, 92156, 2, 15, 0
19357, Gighmed, 92157, 1, 9, 0
19358, Jo, 92158, 1, 9, 0
19359, Naumab, 92159, 1, 9, 0
19360, Poi, 92160, 1, 9, 0
19361, Choyeee, 92161, 1, 9, 0
19362, Buik, 92162, 2, 22, 0
19363, Lue, 92163, 2, 21, 0
19364, Sor, 92164, 2, 17, 0
19365, Chouyed, 92165, 4, 26, 0
19366, Meepong, 92166, 1, 9, 0
19367, Hoy, 92167, 1, 9, 0
19368, Choobew, 92168, 4, 26, 0
19369, Righd, 92169, 2, 22, 0
19370, Loobar, 92170, 1, 9, 0
19371, Cay, 92171, 4, 27, 0
19372, Paw, 92172, 2, 16, 0
19373, Yor, 92173, 1, 9, 0
19374, Sir, 92174, 4, 27, 0
19375, Yith, 92175, 2, 21, 0
19376, Jookoy, 92176, 1, 9, 0
19377, Soat, 92177, 2, 17, 0
19378, Gaukoib, 92178, 1, 9, 0
19379, Yoe, 92179, 3, 22, 0
19380, Bipaid, 92180, 2, 17, 0
19381, Douth, 92181, 3, 16, 0
19382, Ki, 92182, 1, 9, 0
19383, Whoojui, 92183, 1, 9, 0
19384, Lulith, 92184, 1, 9, 0
19385, Dighwer, 92185, 1, 9, 0
19386, Jeack, 92186, 3, 13, 0
19387, Fui, 92187, 1, 9, 0
19388, Pey, 92188, 2, 16, 0
19389, Lai, 92189, 1, 9, 0
19390, Red, 92190, 2, 22, 0
19391, Dauth, 92191, 2, 15, 0
19392, Doowhur, 92192, 1, 9, 0
19393, Noid, 92193, 2, 23, 0
19394, Feeth, 92194, 2, 22, 0
19395, Mooth, 92195, 2, 22, 0
19396, Fong, 92196, 2, 18, 0
19397, Daray, 92197, 1, 9, 0
19398, Bich, 92198, 2, 22, 0
19399, Ned, 92199, 4, 28, 0
19400, Yejosh, 92200, 1, 9, 0
19401, Quee, 92201, 1, 9, 0
19402, Yoguit, 92202, 1, 9, 0
19403, Poick, 92203, 2, 16, 0
19404, Hong, 92204, 2, 20, 0
19405, Soith, 92205, 2, 23, 0
19406, Kew, 92206, 2, 21, 0
19407, Jut, 92207, 2, 18, 0
19408, Quighth, 92208, 4, 28, 0
19409, Whed, 92209, 1, 9, 0
19410, Quighyar, 92210, 1, 9, 0
19411, Saipong, 92211, 2, 18, 0
19412, Noid, 92212, 4, 29, 0
19413, Nafeng, 92213, 1, 9, 0
19414, Quoik, 92214, 2, 23, 0
19415, Deeth, 92215, 2, 15, 0
19416, Moo, 92216, 1, 9, 0
19417, Kocouch, 92217, 3, 27, 0
19418, Beak, 92218, 2, 19, 0
19419, Ciquech, 92219, 1, 9, 0
19420, Quoot, 92220, 3, 15, 0
19421, Caifeed, 92221, 1, 9, 0
19422, Wheeth, 92222, 4, 28, 0
19423, Whea, 92223, 2, 15, 0
19424, Car, 92224, 2, 16, 0
19425, Cunoe, 92225, 1, 9, 0
19426, Daub, 92226, 2, 22, 0
19427, Woimu, 92227, 1, 9, 0
19428, Yiwau, 92228, 1, 9, 0
19429, Coorong, 92229, 3, 29, 0
19430, Boa, 92230, 4, 29, 0
19431, Song, 92231, 2, 17, 0
19432, Moy, 92232, 2, 15, 0
19433, Bautay, 92233, 1, 9, 0
19434, Fuifosh, 92234, 1, 9, 0
19435, Gash, 92235, 2, 21, 0
19436, Sighwhow, 92236, 1, 9, 0
19437, Goi, 92237, 1, 9, 0
19438, Yitat, 92238, 2, 17, 0
19439, Gouyur, 92239, 1, 9, 0
19440, Mey, 92240, 3, 12, 0
19441, Leng, 92241, 2, 19, 0
19442, Goareng, 92242, 1, 9, 0
19443, Bub, 92243, 2, 19, 0
19444, Noy, 92244, 2, 23, 0
19445, Hee, 92245, 2, 20, 0
19446, Per, 92246, 2, 16, 0
19447, Kor, 92247, 4, 27, 0
19448, Dauk, 92248, 2, 15, 0
19449, Koaber, 92249, 1, 9, 0
19450, Dod, 92250, 2, 15, 0
19451, Louquouck, 92251, 1, 9, 0
19452, Gauhood, 92252, 2, 17, 0
19453, Bush, 92253, 3, 22, 0
19454, Daiqueng, 92254, 1, 9, 0
19455, Fiseet, 92255, 3, 27, 0
19456, Poper, 92256, 1, 9, 0
19457, Maue, 92257, 2, 15, 0
19458, Rong, 92258, 2, 19, 0
19459, Wing, 92259, 4, 27, 0
19460, Keepo, 92260, 4, 25, 0
19461, Choath, 92261, 3, 13, 0
19462, Kaiquung, 92262, 4, 27, 0
19463, Ki, 92263, 1, 9, 0
19464, Fuipib, 92264, 1, 9, 0
19465, Meee, 92265, 2, 22, 0
19466, Tee, 92266, 1, 9, 0
19467, Suie, 92267, 2, 17, 0
19468, Ceesoy, 92268, 2, 18, 0
19469, Quoak, 92269, 2, 23, 0
19470, Sighcack, 92270, 1, 9, 0
19471, Kooch, 92271, 2, 21, 0
19472, Choosoo, 92272, 2, 15, 0
19473, Jaush, 92273, 2, 18, 0
19474, Tik, 92274, 2, 21, 0
19475, Chauwer, 92275, 1, 9, 0
19476, Bing, 92276, 2, 19, 0
19477, Rou, 92277, 1, 9, 0
19478, Woideng, 92278, 4, 27, 0
19479, Jeeth, 92279, 2, 18, 0
19480, Rang, 92280, 3, 11, 0
19481, Cang, 92281, 3, 28, 0
19482, Noi, 92282, 4, 25, 0
19483, Dogoob, 92283, 1, 9, 0
19484, Huth, 92284, 2, 22, 0
19485, Seash, 92285, 3, 24, 0
19486, Yuib, 92286, 2, 23, 0
19487, Goich, 92287, 2, 19, 0
19488, Ho, 92288, 4, 25, 0
19489, Deed, 92289, 2, 15, 0
19490, Woth, 92290, 2, 22, 0
19491, Her, 92291, 2, 20, 0
19492, Goakou, 92292, 2, 15, 0
19493, Wairoy, 92293, 1, 9, 0
19494, Woa, 92294, 3, 2, 0
19495, Koubut, 92295, 2, 17, 0
19496, Hesh, 92296, 2, 23, 0
19497, Quow, 92297, 2, 19, 0
19498, Yow, 92298, 2, 24, 0
19499, Yob, 92299, 4, 28, 0
19500, Baweack, 93000, 1, 9, 0
19501, Rui, 93001, 1, 9, 0
19502, Bugew, 93002, 1, 9, 0
19503, Gooseng, 93003, 1, 9, 0
19504, Seek, 93004, 2, 17, 0
19505, Yoarong, 93005, 2, 19, 0
19506, Dew, 93006, 2, 15, 0
19507, Net, 93007, 4, 29, 0
19508, Sirow, 93008, 1, 9, 0
19509, Ling, 93009, 2, 17, 0
19510, Jaw, 93010, 4, 27, 0
19511, Joa, 93011, 1, 9, 0
19512, Lait, 93012, 2, 24, 0
19513, Quoacoa, 93013, 1, 9, 0
19514, Koiruik, 93014, 2, 17, 0
19515, Yoached, 93015, 2, 18, 0
19516, Caiyed, 93016, 1, 9, 0
19517, Boat, 93017, 4, 29, 0
19518, Soaseat, 93018, 3, 4, 0
19519, Nauck, 93019, 2, 23, 0
19520, Po, 93020, 1, 9, 0
19521, Choi, 93021, 1, 9, 0
19522, Whekoath, 93022, 1, 9, 0
19523, Yaish, 93023, 2, 21, 0
19524, Jea, 93024, 4, 25, 0
19525, Tach, 93025, 2, 20, 0
19526, Toie, 93026, 2, 20, 0
19527, Kong, 93027, 2, 20, 0
19528, Toab, 93028, 2, 20, 0
19529, Deequeng, 93029, 1, 9, 0
19530, Quouchong, 93030, 3, 28, 0
19531, Ser, 93031, 1, 9, 0
19532, Lau, 93032, 2, 16, 0
19533, Juich, 93033, 3, 18, 0
19534, Moy, 93034, 1, 9, 0
19535, Jai, 93035, 2, 16, 0
19536, Wuiwhar, 93036, 2, 18, 0
19537, Hoy, 93037, 1, 9, 0
19538, Whow, 93038, 1, 9, 0
19539, Numoi, 93039, 1, 9, 0
19540, Quouwhue, 93040, 3, 4, 0
19541, Mesong, 93041, 1, 9, 0
19542, Reech, 93042, 2, 22, 0
19543, Maipuid, 93043, 1, 9, 0
19544, Kaik, 93044, 2, 21, 0
19545, Woamur, 93045, 1, 9, 0
19546, Hait, 93046, 3, 13, 0
19547, Law, 93047, 2, 17, 0
19548, Chaweng, 93048, 4, 26, 0
19549, Taw, 93049, 1, 9, 0
19550, Tood, 93050, 2, 20, 0
19551, Rad, 93051, 2, 22, 0
19552, Mighreach, 93052, 1, 9, 0
19553, Loy, 93053, 1, 9, 0
19554, Si, 93054, 2, 15, 0
19555, Difi, 93055, 2, 15, 0
19556, Qua, 93056, 4, 25, 0
19557, Whoy, 93057, 2, 24, 0
19558, Joyeath, 93058, 1, 9, 0
19559, Fing, 93059, 1, 9, 0
19560, Lirew, 93060, 1, 9, 0
19561, Meegeet, 93061, 3, 26, 0
19562, Kayay, 93062, 3, 7, 0
19563, Hehead, 93063, 1, 9, 0
19564, Yir, 93064, 2, 21, 0
19565, Ye, 93065, 2, 24, 0
19566, Mud, 93066, 2, 15, 0
19567, Paukeach, 93067, 3, 28, 0
19568, Ra, 93068, 2, 24, 0
19569, Hood, 93069, 2, 20, 0
19570, Foad, 93070, 2, 22, 0
19571, Kootighch, 93071, 4, 26, 0
19572, Gedooe, 93072, 1, 9, 0
19573, Sou, 93073, 1, 9, 0
19574, Rey, 93074, 1, 9, 0
19575, Whee, 93075, 1, 9, 0
19576, Righsosh, 93076, 1, 9, 0
19577, Bugung, 93077, 3, 8, 0
19578, Sang, 93078, 2, 17, 0
19579, Wouch, 93079, 2, 22, 0
19580, Hoogey, 93080, 1, 9, 0
19581, Whuiwik, 93081, 4, 26, 0
19582, Sung, 93082, 2, 17, 0
19583, Led, 93083, 2, 17, 0
19584, Gaw, 93084, 3, 24, 0
19585, Yoihid, 93085, 1, 9, 0
19586, Leae, 93086, 2, 23, 0
19587, Nui, 93087, 3, 1, 0
19588, Jer, 93088, 2, 18, 0
19589, Hachish, 93089, 4, 26, 0
19590, Mung, 93090, 1, 9, 0
19591, Soabung, 93091, 1, 9, 0
19592, Cotow, 93092, 1, 9, 0
19593, Joi, 93093, 4, 29, 0
19594, Jow, 93094, 2, 18, 0
19595, Poa, 93095, 1, 9, 0
19596, Ruifoo, 93096, 1, 9, 0
19597, Jasung, 93097, 1, 9, 0
19598, Fosh, 93098, 4, 28, 0
19599, Waich, 93099, 2, 22, 0
19600, Quang, 93100, 1, 9, 0
19601, Koiwhai, 93101, 1, 9, 0
19602, Hoo, 93102, 1, 9, 0
19603, Gaub, 93103, 2, 19, 0
19604, Paw, 93104, 2, 20, 0
19605, Cheefoish, 93105, 1, 9, 0
19606, Tui, 93106, 4, 25, 0
19607, Doib, 93107, 2, 15, 0
19608, Naireek, 93108, 2, 17, 0
19609, Wack, 93109, 2, 22, 0
19610, Toch, 93110, 4, 29, 0
19611, Kochoch, 93111, 1, 9, 0
19612, Fak, 93112, 2, 18, 0
19613, Mee, 93113, 2, 15, 0
19614, Ler, 93114, 2, 17, 0
19615, Weelor, 93115, 4, 26, 0
19616, Noicoush, 93116, 1, 9, 0
19617, Youhoak, 93117, 1, 9, 0
19618, Geapur, 93118, 1, 9, 0
19619, Wai, 93119, 1, 9, 0
19620, Boy, 93120, 2, 19, 0
19621, Lur, 93121, 2, 19, 0
19622, Latay, 93122, 1, 9, 0
19623, Geadoosh, 93123, 4, 26, 0
19624, Layok, 93124, 2, 17, 0
19625, Sow, 93125, 1, 9, 0
19626, Lowhoy, 93126, 3, 6, 0
19627, Tirighe, 93127, 2, 17, 0
19628, Mulighth, 93128, 2, 17, 0
19629, Goajaw, 93129, 2, 24, 0
19630, Ceng, 93130, 2, 24, 0
19631, Jeerong, 93131, 3, 29, 0
19632, Loulur, 93132, 3, 25, 0
19633, Whong, 93133, 2, 24, 0
19634, Loyooth, 93134, 1, 9, 0
19635, Leayay, 93135, 2, 19, 0
19636, Whay, 93136, 2, 19, 0
19637, Tang, 93137, 2, 20, 0
19638, Saw, 93138, 2, 17, 0
19639, Chooteet, 93139, 1, 9, 0
19640, Kejur, 93140, 1, 9, 0
19641, Leed, 93141, 2, 17, 0
19642, Sousie, 93142, 4, 26, 0
19643, Fukong, 93143, 1, 9, 0
19644, Kaiyoy, 93144, 1, 9, 0
19645, Bauth, 93145, 2, 19, 0
19646, Koidoo, 93146, 1, 9, 0
19647, Quodud, 93147, 1, 9, 0
19648, Muth, 93148, 2, 15, 0
19649, Ner, 93149, 1, 9, 0
19650, Houheech, 93150, 1, 9, 0
19651, Doo, 93151, 4, 25, 0
19652, Quoafouk, 93152, 4, 26, 0
19653, Lu, 93153, 1, 9, 0
19654, Bok, 93154, 2, 19, 0
19655, Lur, 93155, 4, 29, 0
19656, Righch, 93156, 3, 16, 0
19657, Kaifeee, 93157, 1, 9, 0
19658, Suik, 93158, 2, 17, 0
19659, Quaping, 93159, 1, 9, 0
19660, Cighcar, 93160, 1, 9, 0
19661, Keerish, 93161, 1, 9, 0
19662, Hee, 93162, 1, 9, 0
19663, Goae, 93163, 2, 19, 0
19664, Whe, 93164, 3, 1, 0
19665, Gaut, 93165, 2, 19, 0
19666, Quuquung, 93166, 1, 9, 0
19667, Ba, 93167, 1, 9, 0
19668, Doowhouk, 93168, 4, 26, 0
19669, Bui, 93169, 1, 9, 0
19670, Whoacing, 93170, 1, 9, 0
19671, Kung, 93171, 4, 27, 0
19672, Tir, 93172, 1, 9, 0
19673, Ree, 93173, 1, 9, 0
19674, Neeyang, 93174, 4, 26, 0
19675, Mighkey, 93175, 1, 9, 0
19676, Lijur, 93176, 4, 26, 0
19677, Bainook, 93177, 1, 9, 0
19678, Wheesh, 93178, 3, 19, 0
19679, Naumoue, 93179, 1, 9, 0
19680, Woa, 93180, 1, 9, 0
19681, Fay, 93181, 4, 29, 0
19682, Koik, 93182, 2, 21, 0
19683, Ruie, 93183, 4, 28, 0
19684, Nauch, 93184, 4, 28, 0
19685, Bur, 93185, 2, 21, 0
19686, Lu, 93186, 1, 9, 0
19687, Ded, 93187, 2, 21, 0
19688, Poa, 93188, 2, 15, 0
19689, Boick, 93189, 2, 19, 0
19690, Meak, 93190, 2, 15, 0
19691, Nufoid, 93191, 2, 24, 0
19692, Ror, 93192, 2, 22, 0
19693, Quur, 93193, 2, 23, 0
19694, Goochey, 93194, 1, 9, 0
19695, Tay, 93195, 2, 20, 0
19696, Car, 93196, 2, 16, 0
19697, Gai, 93197, 1, 9, 0
19698, Now, 93198, 4, 27, 0
19699, Neerung, 93199, 4, 26, 0
19700, Doi, 93200, 3, 1, 0
19701, Whow, 93201, 2, 24, 0
19702, Yong, 93202, 1, 9, 0
19703, Wech, 93203, 2, 22, 0
19704, Pu, 93204, 2, 16, 0
19705, Bighd, 93205, 4, 28, 0
19706, Whoofong, 93206, 1, 9, 0
19707, Jaseesh, 93207, 1, 9, 0
19708, Tauchouch, 93208, 1, 9, 0
19709, Sesh, 93209, 2, 17, 0
19710, Bong, 93210, 3, 25, 0
19711, Geeru, 93211, 1, 9, 0
19712, Lai, 93212, 2, 15, 0
19713, Loujir, 93213, 3, 24, 0
19714, Teth, 93214, 2, 20, 0
19715, Woy, 93215, 1, 9, 0
19716, Whui, 93216, 1, 9, 0
19717, Weeweng, 93217, 3, 6, 0
19718, Goafer, 93218, 1, 9, 0
19719, Hek, 93219, 2, 20, 0
19720, Naboue, 93220, 1, 9, 0
19721, Feash, 93221, 4, 28, 0
19722, Sing, 93222, 2, 17, 0
19723, Nach, 93223, 4, 28, 0
19724, Gak, 93224, 2, 21, 0
19725, Lousi, 93225, 4, 25, 0
19726, Wheech, 93226, 2, 24, 0
19727, Tay, 93227, 1, 9, 0
19728, Dadighd, 93228, 1, 9, 0
19729, Hihoo, 93229, 1, 9, 0
19730, Bou, 93230, 1, 9, 0
19731, Jang, 93231, 2, 18, 0
19732, Quauwhor, 93232, 1, 9, 0
19733, Quuiquer, 93233, 4, 27, 0
19734, Pung, 93234, 2, 19, 0
19735, Boie, 93235, 2, 19, 0
19736, Queetoy, 93236, 1, 9, 0
19737, Beath, 93237, 3, 14, 0
19738, Tui, 93238, 4, 25, 0
19739, Dau, 93239, 1, 9, 0
19740, Queajoat, 93240, 4, 26, 0
19741, Yoahew, 93241, 1, 9, 0
19742, Seajong, 93242, 2, 18, 0
19743, Chau, 93243, 1, 9, 0
19744, Kighpow, 93244, 1, 9, 0
19745, Meefash, 93245, 3, 4, 0
19746, Ceack, 93246, 2, 16, 0
19747, Noy, 93247, 4, 27, 0
19748, Lor, 93248, 4, 28, 0
19749, Juihee, 93249, 3, 0, 0
19750, Goonoid, 93250, 4, 26, 0
19751, Peed, 93251, 4, 28, 0
19752, Si, 93252, 1, 9, 0
19753, Chait, 93253, 2, 24, 0
19754, Meachigh, 93254, 1, 9, 0
19755, Sosh, 93255, 2, 17, 0
19756, Soiquoo, 93256, 1, 9, 0
19757, Puquir, 93257, 4, 26, 0
19758, Kaik, 93258, 2, 21, 0
19759, Whoikaid, 93259, 2, 17, 0
19760, Lor, 93260, 1, 9, 0
19761, Beeker, 93261, 1, 9, 0
19762, Yeack, 93262, 2, 21, 0
19763, Ming, 93263, 2, 15, 0
19764, Koigeak, 93264, 1, 9, 0
19765, Kood, 93265, 2, 21, 0
19766, Couth, 93266, 4, 29, 0
19767, Soach, 93267, 2, 17, 0
19768, Suitou, 93268, 1, 9, 0
19769, Ledir, 93269, 1, 9, 0
19770, Yauquut, 93270, 1, 9, 0
19771, Chighwaw, 93271, 1, 9, 0
19772, Koabib, 93272, 4, 26, 0
19773, Ped, 93273, 2, 16, 0
19774, Whaitaw, 93274, 1, 9, 0
19775, Yeesh, 93275, 3, 29, 0
19776, Bung, 93276, 2, 19, 0
19777, Roiding, 93277, 1, 9, 0
19778, Ming, 93278, 2, 15, 0
19779, Keth, 93279, 2, 21, 0
19780, Featib, 93280, 1, 9, 0
19781, Rui, 93281, 3, 1, 0
19782, Pay, 93282, 2, 16, 0
19783, Keewur, 93283, 1, 9, 0
19784, Beng, 93284, 1, 9, 0
19785, Daugang, 93285, 1, 9, 0
19786, Moach, 93286, 2, 15, 0
19787, Taw, 93287, 4, 29, 0
19788, Hoo, 93288, 1, 9, 0
19789, Pey, 93289, 2, 20, 0
19790, Baisou, 93290, 1, 9, 0
19791, Ku, 93291, 1, 9, 0
19792, Peepir, 93292, 4, 26, 0
19793, Ba, 93293, 3, 25, 0
19794, Tuijew, 93294, 2, 18, 0
19795, Koajing, 93295, 4, 27, 0
19796, Sew, 93296, 2, 17, 0
19797, Quaki, 93297, 2, 15, 0
19798, Suwher, 93298, 1, 9, 0
19799, Tong, 93299, 4, 29, 0
19800, Goumack, 94000, 3, 5, 0
19801, Punaik, 94001, 4, 26, 0
19802, Deek, 94002, 2, 15, 0
19803, Quai, 94003, 4, 25, 0
19804, Yoy, 94004, 4, 27, 0
19805, Mobe, 94005, 1, 9, 0
19806, Bihor, 94006, 2, 18, 0
19807, Mewhit, 94007, 2, 17, 0
19808, Gumob, 94008, 2, 17, 0
19809, Cew, 94009, 2, 16, 0
19810, Chaut, 94010, 4, 28, 0
19811, Fing, 94011, 2, 18, 0
19812, Chaick, 94012, 2, 24, 0
19813, Wheepoie, 94013, 1, 9, 0
19814, Fut, 94014, 3, 16, 0
19815, Woa, 94015, 1, 9, 0
19816, Queegew, 94016, 2, 18, 0
19817, Hoy, 94017, 1, 9, 0
19818, Hiquoob, 94018, 1, 9, 0
19819, Sechash, 94019, 2, 16, 0
19820, Meash, 94020, 2, 15, 0
19821, Houbo, 94021, 4, 25, 0
19822, Cedighb, 94022, 2, 16, 0
19823, Quo, 94023, 1, 9, 0
19824, Luteng, 94024, 1, 9, 0
19825, Fooe, 94025, 2, 18, 0
19826, Sood, 94026, 2, 17, 0
19827, Queecai, 94027, 3, 0, 0
19828, Wheehed, 94028, 1, 9, 0
19829, Chachung, 94029, 1, 9, 0
19830, Tigh, 94030, 4, 25, 0
19831, Jouge, 94031, 1, 9, 0
19832, Righe, 94032, 2, 22, 0
19833, Sing, 94033, 4, 27, 0
19834, Tauwoy, 94034, 1, 9, 0
19835, Cor, 94035, 2, 16, 0
19836, Seewhang, 94036, 1, 9, 0
19837, Gad, 94037, 4, 29, 0
19838, Gauk, 94038, 2, 19, 0
19839, Ting, 94039, 2, 21, 0
19840, Yeajar, 94040, 1, 9, 0
19841, Caireack, 94041, 4, 26, 0
19842, Peeth, 94042, 2, 22, 0
19843, Kang, 94043, 2, 21, 0
19844, Wheb, 94044, 2, 24, 0
19845, Whenout, 94045, 2, 24, 0
19846, Lumut, 94046, 1, 9, 0
19847, Gor, 94047, 4, 28, 0
19848, Guiboy, 94048, 1, 9, 0
19849, Quie, 94049, 2, 24, 0
19850, Kuichee, 94050, 1, 9, 0
19851, Supaib, 94051, 1, 9, 0
19852, Pighsh, 94052, 3, 24, 0
19853, Cir, 94053, 4, 27, 0
19854, Buchee, 94054, 1, 9, 0
19855, Doisut, 94055, 4, 25, 0
19856, Wock, 94056, 2, 22, 0
19857, Soud, 94057, 4, 28, 0
19858, Queewhing, 94058, 1, 9, 0
19859, Loob, 94059, 2, 17, 0
19860, Cooch, 94060, 4, 28, 0
19861, Chaw, 94061, 4, 27, 0
19862, Mash, 94062, 4, 28, 0
19863, Lung, 94063, 2, 19, 0
19864, Cout, 94064, 4, 28, 0
19865, Ceab, 94065, 2, 16, 0
19866, Kouck, 94066, 2, 22, 0
19867, Cher, 94067, 2, 24, 0
19868, Whung, 94068, 1, 9, 0
19869, Sui, 94069, 1, 9, 0
19870, Peenur, 94070, 4, 29, 0
19871, Doish, 94071, 2, 15, 0
19872, Bir, 94072, 2, 19, 0
19873, Peafea, 94073, 4, 25, 0
19874, Tui, 94074, 2, 15, 0
19875, Tighled, 94075, 1, 9, 0
19876, Jue, 94076, 2, 18, 0
19877, Wuyi, 94077, 1, 9, 0
19878, Me, 94078, 4, 25, 0
19879, Quouck, 94079, 2, 23, 0
19880, Woonow, 94080, 2, 19, 0
19881, Bick, 94081, 3, 27, 0
19882, Moe, 94082, 4, 29, 0
19883, Nakey, 94083, 4, 27, 0
19884, Neng, 94084, 2, 23, 0
19885, Peaheet, 94085, 2, 17, 0
19886, Dir, 94086, 2, 24, 0
19887, Rich, 94087, 4, 28, 0
19888, Nir, 94088, 2, 23, 0
19889, Whihoo, 94089, 2, 15, 0
19890, Qued, 94090, 1, 9, 0
19891, Kuipow, 94091, 2, 19, 0
19892, Timooe, 94092, 1, 9, 0
19893, Hir, 94093, 4, 27, 0
19894, Taloik, 94094, 3, 23, 0
19895, Moich, 94095, 2, 15, 0
19896, Hick, 94096, 2, 20, 0
19897, Guish, 94097, 2, 19, 0
19898, Quur, 94098, 3, 10, 0
19899, Fuwing, 94099, 1, 9, 0
19900, Wheedaw, 94100, 2, 18, 0
19901, Dor, 94101, 2, 15, 0
19902, Dur, 94102, 4, 27, 0
19903, Sopeb, 94103, 1, 9, 0
19904, Pouquut, 94104, 1, 9, 0
19905, Nosh, 94105, 2, 23, 0
19906, Niker, 94106, 1, 9, 0
19907, Roahack, 94107, 1, 9, 0
19908, Mai, 94108, 1, 9, 0
19909, Righgooth, 94109, 2, 17, 0
19910, Kong, 94110, 4, 28, 0
19911, Nout, 94111, 2, 23, 0
19912, Cack, 94112, 3, 18, 0
19913, Paw, 94113, 2, 16, 0
19914, Righkoth, 94114, 1, 9, 0
19915, Wheeter, 94115, 2, 19, 0
19916, Ce, 94116, 4, 25, 0
19917, Koo, 94117, 1, 9, 0
19918, Kuigeeck, 94118, 1, 9, 0
19919, Quauk, 94119, 2, 23, 0
19920, Kung, 94120, 4, 27, 0
19921, Tey, 94121, 2, 20, 0
19922, Gey, 94122, 2, 19, 0
19923, Poasong, 94123, 1, 9, 0
19924, Push, 94124, 4, 29, 0
19925, Kouch, 94125, 2, 21, 0
19926, Quur, 94126, 3, 21, 0
19927, Rar, 94127, 2, 20, 0
19928, Reekaw, 94128, 1, 9, 0
19929, Koch, 94129, 4, 29, 0
19930, Lod, 94130, 2, 17, 0
19931, Quechay, 94131, 1, 9, 0
19932, Ceeyung, 94132, 4, 27, 0
19933, Touch, 94133, 2, 21, 0
19934, Lee, 94134, 1, 9, 0
19935, Righgang, 94135, 2, 18, 0
19936, Saifi, 94136, 1, 9, 0
